customer_id,recency_days,frequency,monetary_value,R_score,F_score,M_score,RFM_Score,Segment
2614.0,532,2,332.77000000000004,1,2,1,4,At Risk
2615.0,161,2,744.8,3,2,3,8,Potential
2616.0,232,3,1493.9600000000003,2,3,5,10,Loyal
2617.0,78,4,1554.0300000000002,4,4,5,13,VIP Champions
2618.0,171,6,1351.18,3,5,4,12,Loyal
2619.0,70,6,2185.9,4,5,5,14,VIP Champions
2620.0,178,4,1303.41,3,4,4,11,Loyal
2622.0,348,4,937.55,1,4,3,8,Potential
2623.0,510,1,253.8,1,1,1,3,Lost
2624.0,158,1,155.2,3,1,1,5,At Risk
2625.0,546,1,67.75,1,1,1,3,Lost
2626.0,283,2,797.3800000000001,2,2,3,7,Potential
2627.0,187,6,1345.75,3,5,4,12,Loyal
2628.0,312,2,416.48,2,2,2,6,At Risk
2629.0,203,6,3990.98,3,5,5,13,VIP Champions
2630.0,283,2,406.52000000000004,2,2,2,6,At Risk
2631.0,190,6,1793.45,3,5,5,13,VIP Champions
2632.0,92,6,1805.58,4,5,5,14,VIP Champions
2633.0,63,1,123.64,4,1,1,6,At Risk
2634.0,202,2,625.5,3,2,2,7,Potential
2635.0,108,3,792.44,4,3,3,10,Loyal
2636.0,299,5,1675.4499999999998,2,5,5,12,Loyal
2638.0,70,6,740.53,4,5,3,12,Loyal
2639.0,31,4,1062.87,5,4,4,13,VIP Champions
2640.0,321,2,368.75,2,2,2,6,At Risk
2641.0,595,4,836.8199999999999,1,4,3,8,Potential
2642.0,340,4,1441.35,1,4,5,10,Loyal
2643.0,192,2,280.09,3,2,1,6,At Risk
2644.0,595,2,636.4699999999999,1,2,3,6,At Risk
2645.0,96,4,1007.98,4,4,4,12,Loyal
2646.0,120,1,828.6,4,1,3,8,Potential
2649.0,394,1,172.28,1,1,1,3,Lost
2650.0,214,1,147.8,2,1,1,4,At Risk
2652.0,162,6,2920.5299999999997,3,5,5,13,VIP Champions
2653.0,65,5,1821.35,4,5,5,14,VIP Champions
2654.0,102,2,306.39,4,2,1,7,Potential
2657.0,57,5,512.59,5,5,2,12,Loyal
2658.0,551,1,48.85,1,1,1,3,Lost
2659.0,288,4,1387.4099999999999,2,4,4,10,Loyal
2660.0,62,4,1074.93,4,4,4,12,Loyal
2661.0,68,1,107.67,4,1,1,6,At Risk
2662.0,122,2,555.01,4,2,2,8,Potential
2663.0,237,1,371.05,2,1,2,5,At Risk
2664.0,177,2,503.48,3,2,2,7,Potential
2665.0,477,1,41.79,1,1,1,3,Lost
2666.0,425,2,2123.64,1,2,5,8,Potential
2667.0,581,1,388.92,1,1,2,4,At Risk
2668.0,607,3,734.03,1,3,3,7,Potential
2670.0,365,1,158.94,1,1,1,3,Lost
2671.0,114,4,1214.71,4,4,4,12,Loyal
2672.0,131,8,2281.66,3,5,5,13,VIP Champions
2673.0,187,2,191.68,3,2,1,6,At Risk
2674.0,9,3,1044.1200000000001,5,3,4,12,Loyal
2675.0,118,2,534.09,4,2,2,8,Potential
2676.0,168,4,1040.8,3,4,4,11,Loyal
2677.0,784,1,139.74,1,1,1,3,Lost
2678.0,137,4,1479.59,3,4,5,12,Loyal
2681.0,347,2,756.64,1,2,3,6,At Risk
2682.0,365,3,382.18,1,3,2,6,At Risk
2683.0,182,3,951.3199999999999,3,3,3,9,Potential
2684.0,58,6,3287.9300000000003,5,5,5,15,VIP Champions
2685.0,96,1,51.58,4,1,1,6,At Risk
2686.0,189,3,861.4,3,3,3,9,Potential
2687.0,47,4,2554.02,5,4,5,14,VIP Champions
2689.0,381,3,741.8499999999999,1,3,3,7,Potential
2690.0,335,7,1927.3799999999999,1,5,5,11,Loyal
2691.0,205,3,1016.21,3,3,4,10,Loyal
2692.0,53,3,404.83000000000004,5,3,2,10,Loyal
2693.0,71,3,1674.44,4,3,5,12,Loyal
2695.0,320,1,154.71,2,1,1,4,At Risk
2696.0,3,5,2096.5,5,5,5,15,VIP Champions
2697.0,94,2,611.6,4,2,2,8,Potential
2700.0,131,2,565.53,3,2,2,7,Potential
2702.0,251,4,679.32,2,4,3,9,Potential
2704.0,320,3,1460.31,2,3,5,10,Loyal
2705.0,65,4,1871.32,4,4,5,13,VIP Champions
2706.0,192,4,1680.1100000000001,3,4,5,12,Loyal
2707.0,125,4,3477.2799999999997,3,4,5,12,Loyal
2708.0,86,5,1418.79,4,5,4,13,VIP Champions
2709.0,159,7,1724.31,3,5,5,13,VIP Champions
2710.0,55,1,164.3,5,1,1,7,Potential
2711.0,141,3,667.14,3,3,3,9,Potential
2712.0,47,7,2902.95,5,5,5,15,VIP Champions
2713.0,107,8,2510.45,4,5,5,14,VIP Champions
2714.0,370,3,999.29,1,3,4,8,Potential
2715.0,200,1,83.1,3,1,1,5,At Risk
2716.0,61,4,629.1300000000001,5,4,2,11,Loyal
2717.0,227,4,925.08,2,4,3,9,Potential
2719.0,18,2,441.27000000000004,5,2,2,9,Potential
2720.0,558,2,241.3,1,2,1,4,At Risk
2721.0,85,5,1676.13,4,5,5,14,VIP Champions
2722.0,118,2,351.6,4,2,2,8,Potential
2723.0,598,2,950.71,1,2,3,6,At Risk
2724.0,237,2,850.9100000000001,2,2,3,7,Potential
2725.0,329,3,577.87,1,3,2,6,At Risk
2726.0,62,3,462.85,4,3,2,9,Potential
2727.0,20,2,608.0,5,2,2,9,Potential
2728.0,419,2,1128.4,1,2,4,7,Potential
2729.0,36,2,915.75,5,2,3,10,Loyal
2730.0,305,4,952.61,2,4,3,9,Potential
2731.0,363,5,1504.33,1,5,5,11,Loyal
2732.0,300,4,1288.22,2,4,4,10,Loyal
2733.0,213,4,1288.79,2,4,4,10,Loyal
2734.0,109,3,1040.38,4,3,4,11,Loyal
2735.0,70,7,1697.56,4,5,5,14,VIP Champions
2737.0,222,1,642.84,2,1,3,6,At Risk
2739.0,46,2,727.28,5,2,3,10,Loyal
2740.0,270,2,1496.63,2,2,5,9,Potential
2741.0,53,5,1645.34,5,5,5,15,VIP Champions
2742.0,208,2,1380.0,2,2,4,8,Potential
2743.0,111,3,739.39,4,3,3,10,Loyal
2744.0,356,5,2480.73,1,5,5,11,Loyal
2745.0,154,6,1455.31,3,5,5,13,VIP Champions
2746.0,400,3,1514.81,1,3,5,9,Potential
2747.0,318,1,51.5,2,1,1,4,At Risk
2748.0,369,3,443.95000000000005,1,3,2,6,At Risk
2749.0,2,4,1270.6,5,4,4,13,VIP Champions
2750.0,161,5,1281.23,3,5,4,12,Loyal
2751.0,213,3,701.4,2,3,3,8,Potential
2752.0,256,1,302.86,2,1,1,4,At Risk
2754.0,242,1,253.23,2,1,1,4,At Risk
2755.0,222,5,2241.7,2,5,5,12,Loyal
2756.0,259,2,500.26,2,2,2,6,At Risk
2757.0,435,3,1054.0,1,3,4,8,Potential
2758.0,59,7,1175.3899999999999,5,5,4,14,VIP Champions
2759.0,110,5,1448.96,4,5,5,14,VIP Champions
2760.0,275,2,499.88,2,2,2,6,At Risk
2761.0,185,4,1249.75,3,4,4,11,Loyal
2762.0,270,3,366.59000000000003,2,3,2,7,Potential
2763.0,456,1,552.4,1,1,2,4,At Risk
2764.0,72,4,1004.08,4,4,4,12,Loyal
2765.0,8,6,1349.9099999999999,5,5,4,14,VIP Champions
2766.0,77,8,1558.16,4,5,5,14,VIP Champions
2767.0,390,3,409.75,1,3,2,6,At Risk
2768.0,134,3,331.66,3,3,1,7,Potential
2770.0,79,5,2662.2,4,5,5,14,VIP Champions
2771.0,22,6,1437.11,5,5,5,15,VIP Champions
2772.0,239,2,281.39,2,2,1,5,At Risk
2773.0,223,3,1085.73,2,3,4,9,Potential
2774.0,434,2,374.43,1,2,2,5,At Risk
2775.0,10,27,7923.54,5,5,5,15,VIP Champions
2776.0,343,1,138.13,1,1,1,3,Lost
2777.0,311,3,1147.73,2,3,4,9,Potential
2778.0,502,2,450.68999999999994,1,2,2,5,At Risk
2779.0,213,3,898.75,2,3,3,8,Potential
2780.0,589,2,358.16,1,2,2,5,At Risk
2781.0,184,4,826.72,3,4,3,10,Loyal
2782.0,69,2,324.03,4,2,1,7,Potential
2784.0,273,2,802.1600000000001,2,2,3,7,Potential
2785.0,66,2,1247.44,4,2,4,10,Loyal
2787.0,54,3,933.59,5,3,3,11,Loyal
2788.0,624,2,1103.48,1,2,4,7,Potential
2789.0,75,4,846.67,4,4,3,11,Loyal
2791.0,223,1,593.16,2,1,2,5,At Risk
2792.0,256,4,1280.26,2,4,4,10,Loyal
2793.0,17,5,1726.59,5,5,5,15,VIP Champions
2794.0,604,1,531.05,1,1,2,4,At Risk
2795.0,72,6,1770.78,4,5,5,14,VIP Champions
2797.0,231,2,441.73,2,2,2,6,At Risk
2799.0,149,5,1125.27,3,5,4,12,Loyal
2802.0,381,4,820.46,1,4,3,8,Potential
2803.0,271,5,1315.27,2,5,4,11,Loyal
2804.0,66,3,1813.65,4,3,5,12,Loyal
2805.0,222,4,1051.13,2,4,4,10,Loyal
2806.0,49,6,1678.4,5,5,5,15,VIP Champions
2807.0,245,3,1204.87,2,3,4,9,Potential
2808.0,28,6,1398.92,5,5,4,14,VIP Champions
2809.0,5,4,821.24,5,4,3,12,Loyal
2810.0,88,1,191.48,4,1,1,6,At Risk
2812.0,107,3,1216.02,4,3,4,11,Loyal
2814.0,44,1,47.88,5,1,1,7,Potential
2816.0,205,1,145.16,3,1,1,5,At Risk
2817.0,100,2,248.31,4,2,1,7,Potential
2818.0,358,1,342.66,1,1,1,3,Lost
2819.0,108,4,720.69,4,4,3,11,Loyal
2821.0,91,1,106.69,4,1,1,6,At Risk
2822.0,260,1,614.61,2,1,2,5,At Risk
2823.0,153,7,2402.05,3,5,5,13,VIP Champions
2824.0,119,2,372.8,4,2,2,8,Potential
2825.0,436,3,443.51,1,3,2,6,At Risk
2826.0,79,7,2788.1800000000003,4,5,5,14,VIP Champions
2827.0,28,6,1235.1200000000001,5,5,4,14,VIP Champions
2828.0,449,2,588.1800000000001,1,2,2,5,At Risk
2829.0,100,1,254.85,4,1,1,6,At Risk
2831.0,231,3,2045.54,2,3,5,10,Loyal
2832.0,52,2,2625.52,5,2,5,12,Loyal
2833.0,99,3,522.51,4,3,2,9,Potential
2834.0,328,1,594.87,2,1,2,5,At Risk
2835.0,323,4,1057.8999999999999,2,4,4,10,Loyal
2836.0,66,6,1070.03,4,5,4,13,VIP Champions
2837.0,44,1,104.85,5,1,1,7,Potential
2839.0,248,3,1338.96,2,3,4,9,Potential
2841.0,145,5,1074.1,3,5,4,12,Loyal
2842.0,52,3,754.9,5,3,3,11,Loyal
2843.0,288,2,973.3499999999999,2,2,4,8,Potential
2844.0,303,4,2211.84,2,4,5,11,Loyal
2845.0,25,2,1033.6200000000001,5,2,4,11,Loyal
2846.0,125,3,1211.7,3,3,4,10,Loyal
2847.0,127,1,176.65,3,1,1,5,At Risk
2848.0,168,3,975.5899999999999,3,3,4,10,Loyal
2849.0,94,7,2748.1,4,5,5,14,VIP Champions
2850.0,77,4,1471.6599999999999,4,4,5,13,VIP Champions
2851.0,312,2,168.08,2,2,1,5,At Risk
2852.0,79,4,926.1,4,4,3,11,Loyal
2853.0,30,1,654.14,5,1,3,9,Potential
2854.0,254,4,1084.91,2,4,4,10,Loyal
2855.0,397,3,759.37,1,3,3,7,Potential
2856.0,121,1,182.77,4,1,1,6,At Risk
2859.0,210,1,184.07,2,1,1,4,At Risk
2860.0,156,4,695.9200000000001,3,4,3,10,Loyal
2861.0,18,1,104.27,5,1,1,7,Potential
2862.0,93,2,1103.13,4,2,4,10,Loyal
2863.0,62,7,2557.4300000000003,4,5,5,14,VIP Champions
2864.0,395,2,629.84,1,2,2,5,At Risk
2865.0,92,4,984.33,4,4,4,12,Loyal
2867.0,243,3,765.1899999999999,2,3,3,8,Potential
2869.0,216,4,1547.46,2,4,5,11,Loyal
2870.0,166,2,870.82,3,2,3,8,Potential
2871.0,138,5,887.86,3,5,3,11,Loyal
2872.0,65,4,1225.8,4,4,4,12,Loyal
2874.0,236,5,4091.6,2,5,5,12,Loyal
2875.0,151,2,774.34,3,2,3,8,Potential
2876.0,322,2,738.96,2,2,3,7,Potential
2878.0,90,2,286.20000000000005,4,2,1,7,Potential
2879.0,35,1,756.3,5,1,3,9,Potential
2880.0,173,2,714.62,3,2,3,8,Potential
2881.0,156,3,579.91,3,3,2,8,Potential
2882.0,62,4,1615.41,4,4,5,13,VIP Champions
2883.0,217,1,486.04,2,1,2,5,At Risk
2884.0,201,3,491.92,3,3,2,8,Potential
2885.0,201,4,1360.6200000000001,3,4,4,11,Loyal
2886.0,86,2,196.47,4,2,1,7,Potential
2887.0,204,2,517.66,3,2,2,7,Potential
2888.0,169,3,260.47,3,3,1,7,Potential
2889.0,4,70,23892.45,5,5,5,15,VIP Champions
2890.0,138,2,382.02000000000004,3,2,2,7,Potential
2891.0,329,4,539.24,1,4,2,7,Potential
2892.0,185,2,238.35000000000002,3,2,1,6,At Risk
2893.0,187,3,1168.29,3,3,4,10,Loyal
2894.0,522,1,1106.01,1,1,4,6,At Risk
2895.0,322,2,392.32000000000005,2,2,2,6,At Risk
2897.0,56,1,42.64,5,1,1,7,Potential
2898.0,293,2,852.45,2,2,3,7,Potential
2899.0,8,5,1618.1000000000001,5,5,5,15,VIP Champions
2900.0,22,1,261.46,5,1,1,7,Potential
2901.0,261,6,1191.3799999999999,2,5,4,11,Loyal
2902.0,153,1,605.72,3,1,2,6,At Risk
2905.0,200,4,748.68,3,4,3,10,Loyal
2906.0,7,4,815.77,5,4,3,12,Loyal
2907.0,159,1,279.43,3,1,1,5,At Risk
2908.0,7,2,438.38,5,2,2,9,Potential
2909.0,21,4,1355.17,5,4,4,13,VIP Champions
2910.0,125,4,1179.22,3,4,4,11,Loyal
2911.0,122,5,1680.19,4,5,5,14,VIP Champions
2912.0,516,2,484.12,1,2,2,5,At Risk
2913.0,38,11,3655.6,5,5,5,15,VIP Champions
2914.0,18,3,1141.25,5,3,4,12,Loyal
2915.0,127,3,1001.56,3,3,4,10,Loyal
2916.0,708,1,221.42,1,1,1,3,Lost
2917.0,19,4,1507.59,5,4,5,14,VIP Champions
2920.0,217,1,130.02,2,1,1,4,At Risk
2922.0,364,1,884.76,1,1,3,5,At Risk
2924.0,250,4,1070.68,2,4,4,10,Loyal
2926.0,223,3,530.4000000000001,2,3,2,7,Potential
2927.0,185,3,478.03,3,3,2,8,Potential
2928.0,224,3,1074.57,2,3,4,9,Potential
2929.0,22,3,324.40000000000003,5,3,1,9,Potential
2930.0,549,2,403.77,1,2,2,5,At Risk
2931.0,101,5,1432.55,4,5,5,14,VIP Champions
2932.0,73,4,1613.45,4,4,5,13,VIP Champions
2933.0,46,4,331.07,5,4,1,10,Loyal
2935.0,192,1,665.1,3,1,3,7,Potential
2936.0,250,1,560.31,2,1,2,5,At Risk
2937.0,510,3,1045.73,1,3,4,8,Potential
2938.0,305,4,887.6,2,4,3,9,Potential
2939.0,151,2,985.14,3,2,4,9,Potential
2940.0,102,2,205.14,4,2,1,7,Potential
2941.0,125,7,1834.43,3,5,5,13,VIP Champions
2942.0,175,5,1013.22,3,5,4,12,Loyal
2943.0,151,4,782.71,3,4,3,10,Loyal
2944.0,55,2,989.18,5,2,4,11,Loyal
2946.0,17,5,1366.3500000000001,5,5,4,14,VIP Champions
2948.0,305,3,570.93,2,3,2,7,Potential
2949.0,80,7,2421.0499999999997,4,5,5,14,VIP Champions
2950.0,383,1,410.0,1,1,2,4,At Risk
2951.0,38,4,1474.67,5,4,5,14,VIP Champions
2952.0,162,7,2632.69,3,5,5,13,VIP Champions
2954.0,30,4,2431.92,5,4,5,14,VIP Champions
2955.0,36,13,5417.71,5,5,5,15,VIP Champions
2956.0,6,5,2317.91,5,5,5,15,VIP Champions
2957.0,377,3,973.53,1,3,4,8,Potential
2960.0,267,2,248.67000000000002,2,2,1,5,At Risk
2961.0,5,6,4419.27,5,5,5,15,VIP Champions
2962.0,256,1,158.94,2,1,1,4,At Risk
2963.0,16,5,737.71,5,5,3,13,VIP Champions
2964.0,90,1,388.92,4,1,2,7,Potential
2966.0,84,3,474.64,4,3,2,9,Potential
2968.0,220,3,859.1200000000001,2,3,3,8,Potential
2969.0,584,2,1495.79,1,2,5,8,Potential
2971.0,231,3,683.38,2,3,3,8,Potential
2972.0,434,5,737.1800000000001,1,5,3,9,Potential
2973.0,432,4,1096.84,1,4,4,9,Potential
2974.0,297,1,272.6,2,1,1,4,At Risk
2975.0,381,2,630.5699999999999,1,2,2,5,At Risk
2976.0,398,3,1458.65,1,3,5,9,Potential
2977.0,132,4,2348.3599999999997,3,4,5,12,Loyal
2978.0,251,5,2306.84,2,5,5,12,Loyal
2979.0,128,3,929.3100000000001,3,3,3,9,Potential
2980.0,18,6,1640.12,5,5,5,15,VIP Champions
2981.0,148,2,157.42000000000002,3,2,1,6,At Risk
2983.0,621,3,556.95,1,3,2,6,At Risk
2984.0,12,5,853.25,5,5,3,13,VIP Champions
2986.0,510,2,1030.51,1,2,4,7,Potential
2987.0,12,4,792.25,5,4,3,12,Loyal
2988.0,419,1,360.28,1,1,2,4,At Risk
2989.0,262,5,2035.4599999999998,2,5,5,12,Loyal
2990.0,457,2,473.52,1,2,2,5,At Risk
2991.0,212,2,1165.86,2,2,4,8,Potential
2993.0,77,1,329.99,4,1,1,6,At Risk
2994.0,95,2,1026.64,4,2,4,10,Loyal
2995.0,76,2,626.36,4,2,2,8,Potential
2996.0,118,4,848.0600000000001,4,4,3,11,Loyal
2997.0,3,75,23403.83,5,5,5,15,VIP Champions
2999.0,90,3,896.82,4,3,3,10,Loyal
3000.0,150,3,748.95,3,3,3,9,Potential
3001.0,8,4,2657.02,5,4,5,14,VIP Champions
3002.0,558,1,659.49,1,1,3,5,At Risk
3003.0,88,5,1210.3600000000001,4,5,4,13,VIP Champions
3004.0,159,1,583.44,3,1,2,6,At Risk
3006.0,285,1,331.59,2,1,1,4,At Risk
3007.0,323,1,47.36,2,1,1,4,At Risk
3008.0,744,1,1053.99,1,1,4,6,At Risk
3009.0,206,3,894.12,2,3,3,8,Potential
3010.0,71,5,1860.23,4,5,5,14,VIP Champions
3011.0,210,4,698.89,2,4,3,9,Potential
3012.0,76,4,901.24,4,4,3,11,Loyal
3014.0,4,3,1449.1399999999999,5,3,5,13,VIP Champions
3015.0,300,3,1298.75,2,3,4,9,Potential
3017.0,320,1,291.72,2,1,1,4,At Risk
3018.0,289,3,1289.71,2,3,4,9,Potential
3019.0,207,4,1756.05,2,4,5,11,Loyal
3020.0,19,3,944.1999999999999,5,3,3,11,Loyal
3021.0,199,1,147.58,3,1,1,5,At Risk
3022.0,243,2,951.1500000000001,2,2,3,7,Potential
3023.0,323,3,729.79,2,3,3,8,Potential
3024.0,199,1,1482.9,3,1,5,9,Potential
3025.0,19,5,1696.74,5,5,5,15,VIP Champions
3026.0,185,4,972.7500000000001,3,4,4,11,Loyal
3027.0,85,1,420.72,4,1,2,7,Potential
3028.0,257,2,122.81,2,2,1,5,At Risk
3030.0,119,2,1153.6499999999999,4,2,4,10,Loyal
3032.0,723,1,205.89,1,1,1,3,Lost
3033.0,126,5,1177.32,3,5,4,12,Loyal
3034.0,128,5,1779.09,3,5,5,13,VIP Champions
3035.0,3,6,3185.2,5,5,5,15,VIP Champions
3036.0,16,3,471.63,5,3,2,10,Loyal
3038.0,201,4,437.58,3,4,2,9,Potential
3039.0,17,1,77.78,5,1,1,7,Potential
3041.0,256,7,1750.51,2,5,5,12,Loyal
3043.0,69,3,661.73,4,3,3,10,Loyal
3044.0,301,5,1564.31,2,5,5,12,Loyal
3045.0,573,3,667.03,1,3,3,7,Potential
3046.0,72,6,2380.65,4,5,5,14,VIP Champions
3047.0,188,3,1122.68,3,3,4,10,Loyal
3048.0,109,6,2558.87,4,5,5,14,VIP Champions
3049.0,309,2,852.1700000000001,2,2,3,7,Potential
3050.0,50,4,975.28,5,4,4,13,VIP Champions
3051.0,78,1,47.38,4,1,1,6,At Risk
3052.0,27,2,366.04999999999995,5,2,2,9,Potential
3053.0,209,4,749.6800000000001,2,4,3,9,Potential
3055.0,38,3,817.76,5,3,3,11,Loyal
3056.0,131,1,536.3,3,1,2,6,At Risk
3057.0,150,7,2860.92,3,5,5,13,VIP Champions
3058.0,341,3,1758.18,1,3,5,9,Potential
3059.0,6,1,51.58,5,1,1,7,Potential
3061.0,30,2,369.31000000000006,5,2,2,9,Potential
3062.0,124,5,1181.5900000000001,3,5,4,12,Loyal
3063.0,65,3,896.46,4,3,3,10,Loyal
3064.0,60,3,411.44,5,3,2,10,Loyal
3065.0,68,2,562.43,4,2,2,8,Potential
3066.0,23,2,1336.1,5,2,4,11,Loyal
3067.0,121,3,821.5899999999999,4,3,3,10,Loyal
3068.0,105,4,718.13,4,4,3,11,Loyal
3069.0,33,5,1339.74,5,5,4,14,VIP Champions
3070.0,28,4,807.98,5,4,3,12,Loyal
3071.0,7,3,1443.91,5,3,5,13,VIP Champions
3072.0,360,3,1864.32,1,3,5,9,Potential
3073.0,134,2,508.98,3,2,2,7,Potential
3074.0,81,4,1813.5700000000002,4,4,5,13,VIP Champions
3075.0,12,1,145.16,5,1,1,7,Potential
3076.0,64,5,1837.7999999999997,4,5,5,14,VIP Champions
3077.0,54,5,1516.87,5,5,5,15,VIP Champions
3079.0,108,1,200.77,4,1,1,6,At Risk
3080.0,397,3,799.3499999999999,1,3,3,7,Potential
3081.0,203,6,910.91,3,5,3,11,Loyal
3082.0,227,3,1497.6399999999999,2,3,5,10,Loyal
3083.0,180,3,728.9,3,3,3,9,Potential
3084.0,216,2,922.02,2,2,3,7,Potential
3085.0,441,5,1178.58,1,5,4,10,Loyal
3089.0,275,1,160.21,2,1,1,4,At Risk
3090.0,201,2,332.69,3,2,1,6,At Risk
3091.0,11,1,209.7,5,1,1,7,Potential
3093.0,658,1,153.62,1,1,1,3,Lost
3094.0,441,2,844.0799999999999,1,2,3,6,At Risk
3095.0,68,2,534.54,4,2,2,8,Potential
3096.0,123,5,1557.57,3,5,5,13,VIP Champions
3098.0,61,2,889.5600000000001,5,2,3,10,Loyal
3099.0,358,4,829.18,1,4,3,8,Potential
3100.0,503,2,364.24,1,2,2,5,At Risk
3101.0,70,1,332.54,4,1,1,6,At Risk
3103.0,196,7,1606.22,3,5,5,13,VIP Champions
3106.0,324,3,680.26,2,3,3,8,Potential
3107.0,292,3,1468.1799999999998,2,3,5,10,Loyal
3108.0,156,5,878.8199999999999,3,5,3,11,Loyal
3109.0,182,3,699.16,3,3,3,9,Potential
3110.0,306,4,677.78,2,4,3,9,Potential
3111.0,149,4,1033.76,3,4,4,11,Loyal
3112.0,90,6,1905.14,4,5,5,14,VIP Champions
3113.0,210,2,664.51,2,2,3,7,Potential
3114.0,400,3,879.0799999999999,1,3,3,7,Potential
3115.0,185,2,894.25,3,2,3,8,Potential
3116.0,242,1,756.99,2,1,3,6,At Risk
3118.0,70,6,1947.42,4,5,5,14,VIP Champions
3119.0,198,7,2317.38,3,5,5,13,VIP Champions
3120.0,15,1,116.1,5,1,1,7,Potential
3121.0,642,1,210.18,1,1,1,3,Lost
3122.0,317,2,963.02,2,2,4,8,Potential
3123.0,193,4,577.3900000000001,3,4,2,9,Potential
3125.0,54,6,1053.59,5,5,4,14,VIP Champions
3126.0,89,2,381.57,4,2,2,8,Potential
3127.0,259,5,1939.28,2,5,5,12,Loyal
3128.0,22,7,1599.6000000000001,5,5,5,15,VIP Champions
3129.0,175,1,101.26,3,1,1,5,At Risk
3130.0,217,5,650.35,2,5,3,10,Loyal
3131.0,69,3,679.95,4,3,3,10,Loyal
3132.0,116,4,1126.1599999999999,4,4,4,12,Loyal
3133.0,418,6,1212.02,1,5,4,10,Loyal
3134.0,96,4,696.94,4,4,3,11,Loyal
3135.0,396,2,426.44,1,2,2,5,At Risk
3136.0,346,5,1938.3200000000002,1,5,5,11,Loyal
3137.0,91,2,888.49,4,2,3,9,Potential
3138.0,145,4,675.25,3,4,3,10,Loyal
3139.0,130,1,138.9,3,1,1,5,At Risk
3140.0,526,2,337.79,1,2,1,4,At Risk
3142.0,594,1,276.26,1,1,1,3,Lost
3143.0,44,2,184.81,5,2,1,8,Potential
3144.0,29,2,532.12,5,2,2,9,Potential
3145.0,694,1,737.94,1,1,3,5,At Risk
3146.0,118,5,1485.01,4,5,5,14,VIP Champions
3147.0,477,2,354.71000000000004,1,2,2,5,At Risk
3150.0,53,2,967.83,5,2,4,11,Loyal
3151.0,7,3,1082.3000000000002,5,3,4,12,Loyal
3152.0,437,3,967.29,1,3,4,8,Potential
3153.0,19,3,698.22,5,3,3,11,Loyal
3154.0,89,5,994.21,4,5,4,13,VIP Champions
3156.0,165,1,377.82,3,1,2,6,At Risk
3158.0,100,2,481.90999999999997,4,2,2,8,Potential
3159.0,50,5,578.7,5,5,2,12,Loyal
3160.0,258,4,1472.5900000000001,2,4,5,11,Loyal
3161.0,260,2,410.38,2,2,2,6,At Risk
3163.0,21,5,1752.62,5,5,5,15,VIP Champions
3164.0,260,4,1437.18,2,4,5,11,Loyal
3165.0,94,6,2108.35,4,5,5,14,VIP Champions
3166.0,191,6,2859.4500000000003,3,5,5,13,VIP Champions
3167.0,12,2,297.86,5,2,1,8,Potential
3168.0,140,1,70.01,3,1,1,5,At Risk
3169.0,81,1,231.13,4,1,1,6,At Risk
3170.0,484,2,366.60999999999996,1,2,2,5,At Risk
3171.0,107,2,571.41,4,2,2,8,Potential
3172.0,182,3,908.8499999999999,3,3,3,9,Potential
3173.0,200,1,190.86,3,1,1,5,At Risk
3174.0,225,1,138.13,2,1,1,4,At Risk
3177.0,226,4,1028.18,2,4,4,10,Loyal
3178.0,103,2,325.42,4,2,1,7,Potential
3179.0,220,2,760.46,2,2,3,7,Potential
3180.0,156,3,368.2,3,3,2,8,Potential
3182.0,173,4,1167.5400000000002,3,4,4,11,Loyal
3183.0,176,3,1119.83,3,3,4,10,Loyal
3184.0,498,2,1490.94,1,2,5,8,Potential
3185.0,185,5,1557.54,3,5,5,13,VIP Champions
3186.0,189,2,898.37,3,2,3,8,Potential
3187.0,511,1,218.84,1,1,1,3,Lost
3189.0,15,2,721.5799999999999,5,2,3,10,Loyal
3190.0,36,1,402.62,5,1,2,8,Potential
3192.0,205,3,812.3199999999999,3,3,3,9,Potential
3194.0,46,5,1679.42,5,5,5,15,VIP Champions
3196.0,214,2,324.18,2,2,1,5,At Risk
3197.0,262,7,1776.78,2,5,5,12,Loyal
3198.0,170,3,722.29,3,3,3,9,Potential
3199.0,41,3,555.75,5,3,2,10,Loyal
3200.0,76,4,1511.45,4,4,5,13,VIP Champions
3201.0,58,6,2257.99,5,5,5,15,VIP Champions
3202.0,128,1,420.72,3,1,2,6,At Risk
3203.0,350,3,970.74,1,3,4,8,Potential
3204.0,85,4,1300.22,4,4,4,12,Loyal
3205.0,116,1,276.2,4,1,1,6,At Risk
3206.0,162,5,3427.36,3,5,5,13,VIP Champions
3207.0,372,2,265.98,1,2,1,4,At Risk
3208.0,183,3,473.48,3,3,2,8,Potential
3210.0,86,3,885.42,4,3,3,10,Loyal
3211.0,224,1,434.08,2,1,2,5,At Risk
3212.0,137,4,616.85,3,4,2,9,Potential
3213.0,340,3,683.8,1,3,3,7,Potential
3214.0,88,5,1156.1,4,5,4,13,VIP Champions
3216.0,209,1,417.44,2,1,2,5,At Risk
3217.0,321,1,327.07,2,1,1,4,At Risk
3218.0,8,4,1319.55,5,4,4,13,VIP Champions
3219.0,310,1,431.16,2,1,2,5,At Risk
3221.0,223,2,104.35,2,2,1,5,At Risk
3222.0,64,2,1088.2,4,2,4,10,Loyal
3223.0,242,2,563.99,2,2,2,6,At Risk
3224.0,330,1,215.58,1,1,1,3,Lost
3225.0,151,3,1064.95,3,3,4,10,Loyal
